mavpackettype,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz,Type,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
IMU,9142543,0,0.04784272611141205,7.387649384327233e-05,0.0029259636066854,9.216684341430664,0.026211809366941452,-3.353260040283203,0.0,0.0,25.108304977416992,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9142543,1,0.04785790294408798,-0.0001544418919365853,0.0030610074754804373,9.21843433380127,0.02752000465989113,-3.3547403812408447,0.0,0.0,25.108240127563477,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9162543,0,0.07493697851896286,-6.342199048958719e-05,0.0045153191313147545,9.216866493225098,-0.07150398194789886,-3.35465407371521,0.0,0.0,25.10963249206543,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9162543,1,0.07528672367334366,-8.645984780741856e-05,0.0046296254731714725,9.2177734375,-0.06511241942644119,-3.3541553020477295,0.0,0.0,25.10956573486328,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9182543,0,0.058189112693071365,-0.00010873637802433223,0.0035008166451007128,9.21782112121582,-0.10534626245498657,-3.3561770915985107,0.0,0.0,25.110958099365234,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9182543,1,0.05868465453386307,6.745861901436001e-05,0.0035523688420653343,9.218332290649414,-0.1060694083571434,-3.356860637664795,0.0,0.0,25.110891342163086,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9202543,0,0.04079384729266167,-3.740795364137739e-05,0.0024884650483727455,9.216975212097168,-0.10472794622182846,-3.3567652702331543,0.0,0.0,25.11228370666504,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9202543,1,0.040407005697488785,-9.378703543916345e-05,0.0024597214069217443,9.217185020446777,-0.10421659797430038,-3.3569436073303223,0.0,0.0,25.11221694946289,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9222543,0,0.02409641072154045,3.786579327424988e-05,0.0015289110597223043,9.216468811035156,-0.1082240492105484,-3.3576040267944336,0.0,0.0,25.113609313964844,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9222543,1,0.023945476859807968,3.6335775803308934e-05,0.0014524271246045828,9.215356826782227,-0.10720424354076385,-3.35722017288208,0.0,0.0,25.113542556762695,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9242543,0,0.007202508859336376,0.00010906992247328162,0.0005100224516354501,9.21603775024414,-0.10920648276805878,-3.3573954105377197,0.0,0.0,25.11493492126465,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9242543,1,0.0072514982894063,4.702724618255161e-05,0.0005205209017731249,9.216224670410156,-0.10672521591186523,-3.35671067237854,0.0,0.0,25.1148681640625,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9262543,0,-0.009825577959418297,0.0002062207058770582,-0.00044350087409839034,9.215761184692383,-0.10839926451444626,-3.3573033809661865,0.0,0.0,25.116260528564453,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9262543,1,-0.009341935627162457,5.025897189625539e-05,-0.0003647063276730478,9.214597702026367,-0.1092643141746521,-3.3598246574401855,0.0,0.0,25.116193771362305,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9282543,0,-0.026776444166898727,0.00023472377506550401,-0.001434790319763124,9.215572357177734,-0.10737800598144531,-3.3572003841400146,0.0,0.0,25.117586135864258,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9282543,1,-0.026035984978079796,0.00010334198304917663,-0.0013710599159821868,9.217632293701172,-0.11014319956302643,-3.3582797050476074,0.0,0.0,25.11751937866211,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9302543,0,-0.04389233887195587,0.000273645855486393,-0.0024210766423493624,9.217415809631348,-0.10440460592508316,-3.3561313152313232,0.0,0.0,25.118911743164062,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9302543,1,-0.04420042410492897,0.0003352479252498597,-0.002364876912906766,9.217364311218262,-0.10347035527229309,-3.3563232421875,0.0,0.0,25.118844985961914,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9322543,0,-0.06115259975194931,0.000321073253871873,-0.0034582247026264668,9.215998649597168,-0.10002750903367996,-3.3574695587158203,0.0,0.0,25.120237350463867,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9322543,1,-0.06137837469577789,0.00045083221630193293,-0.003409745404496789,9.216745376586914,-0.10366586595773697,-3.3570735454559326,0.0,0.0,25.12017059326172,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9342543,0,-0.07314050942659378,0.0003545657091308385,-0.004129461478441954,9.2170991897583,-0.05037163943052292,-3.355329990386963,0.0,0.0,25.121562957763672,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9342543,1,-0.0729551762342453,0.00039427753654308617,-0.0042128898203372955,9.215912818908691,-0.049360599368810654,-3.352031707763672,0.0,0.0,25.121496200561523,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9362543,0,-0.03767465800046921,0.00016735975805204362,-0.0020812097936868668,9.217442512512207,0.02931484393775463,-3.353030204772949,0.0,0.0,25.122888565063477,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9362543,1,-0.038839325308799744,0.00011530691699590534,-0.002255440456792712,9.216575622558594,0.03260071203112602,-3.3523993492126465,0.0,0.0,25.122821807861328,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9382543,0,0.011433188803493977,0.00011382121010683477,0.0007811328396201134,9.21712875366211,0.03066159226000309,-3.3546552658081055,0.0,0.0,25.12421226501465,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9382543,1,0.009622536599636078,0.00011388660641387105,0.0007061149226501584,9.216594696044922,0.0320717878639698,-3.3564093112945557,0.0,0.0,25.124147415161133,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9402543,0,0.05845838785171509,7.053920126054436e-05,0.00348125328309834,9.216608047485352,0.020777855068445206,-3.3530776500701904,0.0,0.0,25.125537872314453,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9402543,1,0.058898743242025375,-2.050722650892567e-05,0.003576996736228466,9.217076301574707,0.02132718823850155,-3.356846809387207,0.0,0.0,25.125471115112305,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9422543,0,0.06950947642326355,-8.795461326371878e-05,0.0041914042085409164,9.216440200805664,-0.09037098288536072,-3.3550949096679688,0.0,0.0,25.126861572265625,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9422543,1,0.06936866790056229,-0.00014313909923657775,0.0043031866662204266,9.21762466430664,-0.08911391347646713,-3.355773448944092,0.0,0.0,25.12679672241211,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9442543,0,0.05052541196346283,-0.00027809716993942857,0.0031196842901408672,9.217793464660645,-0.10714981704950333,-3.3740949630737305,0.0,0.0,25.12818717956543,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9442543,1,0.050639569759368896,-0.00038954144110903144,0.003129204735159874,9.223221778869629,-0.10913702845573425,-3.6666407585144043,0.0,0.0,25.12812042236328,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9462543,0,0.03264177590608597,6.855180254206061e-05,0.0020312450360506773,9.216696739196777,-0.10624915361404419,-3.3602051734924316,0.0,0.0,25.129512786865234,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9462543,1,0.0330936536192894,4.6596174797741696e-05,0.002062077634036541,9.218461990356445,-0.10591019690036774,-3.36411714553833,0.0,0.0,25.129446029663086,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9482543,0,0.015807241201400757,9.890054207062349e-05,0.0010287301847711205,9.216856002807617,-0.10740227997303009,-3.355372190475464,0.0,0.0,25.130836486816406,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9482543,1,0.016580302268266678,5.9875990700675175e-05,0.00108346960041672,9.214742660522461,-0.10811576247215271,-3.3493142127990723,0.0,0.0,25.130769729614258,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9502543,0,-0.0011124424636363983,0.00016516556206624955,8.626313501736149e-05,9.215694427490234,-0.10767397284507751,-3.356806993484497,0.0,0.0,25.13216209411621,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9502543,1,-0.0012814289657399058,0.00010229236067971215,0.00011094943329226226,9.214351654052734,-0.1070089340209961,-3.3552513122558594,0.0,0.0,25.132095336914062,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9522543,0,-0.018151436001062393,0.00025307011674158275,-0.0009088062797673047,9.215887069702148,-0.10813704133033752,-3.35679030418396,0.0,0.0,25.133485794067383,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9522543,1,-0.018100684508681297,0.00020575322560034692,-0.0009699069778434932,9.216630935668945,-0.10640367120504379,-3.356959819793701,0.0,0.0,25.133420944213867,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
IMU,9542543,0,-0.035285841673612595,0.0002809728612191975,-0.0019104343373328447,9.216361045837402,-0.105485700070858,-3.357478618621826,0.0,0.0,25.134809494018555,1.0,1.0,999.0,999.0,IMU,,,,,,,,,,,,,
IMU,9542543,1,-0.03513927385210991,0.00032577000092715025,-0.0019267761381343007,9.218017578125,-0.1042075902223587,-3.356599807739258,0.0,0.0,25.13474464416504,1.0,1.0,759.0,799.0,IMU,,,,,,,,,,,,,
